Lat.,Lon.,Layer,Time,WA_U,WA_D,WA_R,RUD
35.336486,139.806667,1,0,13.11,10.27,27.4,0.09
35.336486,139.811171,1,0,12.61,9.57,26.95,0.09
35.336486,139.815676,1,0,12.08,8.57,26.25,0.09
35.336486,139.82018,1,0,11.66,7.25,25.3,0.1
35.336486,139.824685,1,0,10.92,5.13,23.76,0.11
35.336486,139.829189,1,0,9.89,3.21,22.41,0.11
35.336486,139.833694,1,0,8.96,1.52,21.26,0.12
35.336486,139.838198,1,0,7.83,-1.78,18.68,0.13
35.340991,139.653514,1,0,18.1,11.17,38.1,0.17
35.340991,139.658018,1,0,17.96,11.47,38.4,0.17
35.340991,139.662523,1,0,17.81,11.6,38.53,0.17
35.340991,139.667027,1,0,17.65,11.67,38.58,0.17
35.340991,139.671532,1,0,17.48,11.72,38.56,0.16
35.340991,139.676036,1,0,17.23,11.78,38.48,0.16
35.340991,139.680541,1,0,17.03,11.79,38.34,0.16
35.340991,139.685045,1,0,16.81,11.81,38.16,0.16
35.340991,139.68955,1,0,16.66,11.82,37.93,0.15
35.340991,139.694054,1,0,16.46,11.9,37.69,0.15
35.340991,139.698559,1,0,16.29,12.0,37.42,0.15
35.340991,139.703063,1,0,16.14,12.09,37.11,0.15
35.340991,139.707568,1,0,15.94,12.31,36.82,0.14
35.340991,139.712072,1,0,15.75,12.51,36.51,0.14
35.340991,139.716577,1,0,15.58,12.76,36.17,0.13
35.340991,139.721081,1,0,15.36,13.09,35.85,0.13
35.340991,139.725586,1,0,15.16,13.38,35.48,0.12
35.340991,139.73009,1,0,14.94,13.75,35.16,0.11
35.340991,139.734595,1,0,14.75,14.08,34.81,0.11
35.340991,139.739099,1,0,14.59,14.4,34.45,0.1
35.340991,139.743604,1,0,14.45,14.64,34.05,0.09
35.340991,139.748108,1,0,14.31,14.78,33.58,0.09
35.340991,139.752613,1,0,14.17,14.89,33.07,0.08
35.340991,139.757117,1,0,14.02,14.96,32.5,0.08
35.340991,139.761622,1,0,13.86,14.98,31.9,0.07
35.340991,139.766126,1,0,13.7,14.77,31.18,0.07
35.340991,139.770631,1,0,13.54,14.15,30.3,0.07
35.340991,139.775135,1,0,13.41,13.25,29.32,0.07
35.340991,139.77964,1,0,13.26,12.18,28.35,0.08
35.340991,139.784144,1,0,13.12,11.12,27.53,0.09
35.340991,139.788649,1,0,12.96,10.52,27.13,0.09
35.340991,139.793153,1,0,12.87,10.22,27.04,0.09
35.340991,139.797658,1,0,12.77,10.12,27.12,0.09
35.340991,139.802162,1,0,12.65,9.97,27.15,0.09
35.340991,139.806667,1,0,12.46,9.66,27.05,0.09
35.340991,139.811171,1,0,12.21,8.96,26.6,0.09
35.340991,139.815676,1,0,11.81,7.97,25.93,0.1
35.340991,139.82018,1,0,11.4,6.56,24.91,0.1
35.340991,139.824685,1,0,10.83,4.88,23.69,0.11
35.345495,139.658018,1,0,17.72,11.67,38.54,0.17
35.345495,139.662523,1,0,17.58,11.8,38.68,0.16
35.345495,139.667027,1,0,17.42,11.88,38.73,0.16
35.345495,139.671532,1,0,17.23,11.94,38.71,0.16
35.345495,139.676036,1,0,17.04,12.0,38.64,0.16
35.345495,139.680541,1,0,16.81,12.07,38.52,0.15
35.345495,139.685045,1,0,16.62,12.13,38.35,0.15
35.345495,139.68955,1,0,16.43,12.18,38.13,0.15
35.345495,139.694054,1,0,16.25,12.28,37.9,0.15
35.345495,139.698559,1,0,16.05,12.44,37.68,0.14
35.345495,139.703063,1,0,15.88,12.56,37.39,0.14
35.345495,139.707568,1,0,15.68,12.79,37.12,0.13
35.345495,139.712072,1,0,15.49,13.06,36.86,0.13
35.345495,139.716577,1,0,15.29,13.34,36.55,0.12
35.345495,139.721081,1,0,15.07,13.68,36.25,0.12
35.345495,139.725586,1,0,14.85,14.01,35.93,0.11
35.345495,139.73009,1,0,14.61,14.39,35.62,0.1
35.345495,139.734595,1,0,14.38,14.78,35.33,0.1
35.345495,139.739099,1,0,14.19,15.12,35.01,0.09
35.345495,139.743604,1,0,14.02,15.39,34.64,0.08
35.345495,139.748108,1,0,13.86,15.6,34.21,0.07
35.345495,139.752613,1,0,13.69,15.8,33.78,0.07
35.345495,139.757117,1,0,13.5,15.93,33.26,0.06
35.345495,139.761622,1,0,13.29,15.98,32.72,0.05
35.345495,139.766126,1,0,13.08,15.88,32.1,0.05
35.345495,139.770631,1,0,12.84,15.52,31.39,0.04
35.345495,139.775135,1,0,12.66,14.55,30.4,0.05
35.345495,139.77964,1,0,12.49,13.51,29.43,0.05
35.345495,139.784144,1,0,12.35,12.33,28.55,0.06
35.345495,139.788649,1,0,12.24,11.37,27.91,0.07
35.345495,139.793153,1,0,12.14,10.81,27.61,0.08
35.345495,139.797658,1,0,12.06,10.25,27.33,0.08
35.345495,139.802162,1,0,11.99,9.85,27.19,0.08
35.345495,139.806667,1,0,11.88,9.22,26.85,0.09
35.345495,139.811171,1,0,11.71,8.44,26.36,0.09
35.345495,139.815676,1,0,11.47,7.33,25.6,0.1
35.345495,139.82018,1,0,11.1,5.94,24.62,0.11
35.345495,139.860721,1,0,6.48,-8.36,13.69,0.17
35.35,139.658018,1,0,17.45,11.81,38.59,0.16
35.35,139.662523,1,0,17.42,11.95,38.77,0.16
35.35,139.667027,1,0,17.23,12.06,38.85,0.16
35.35,139.671532,1,0,17.03,12.14,38.86,0.16
35.35,139.676036,1,0,16.85,12.24,38.8,0.15
35.35,139.680541,1,0,16.64,12.32,38.69,0.15
35.35,139.685045,1,0,16.44,12.4,38.53,0.15
35.35,139.68955,1,0,16.22,12.52,38.36,0.14
35.35,139.694054,1,0,16.04,12.64,38.14,0.14
35.35,139.698559,1,0,15.83,12.82,37.93,0.14
35.35,139.703063,1,0,15.63,13.01,37.7,0.13
35.35,139.707568,1,0,15.45,13.24,37.45,0.13
35.35,139.712072,1,0,15.25,13.54,37.21,0.12
35.35,139.716577,1,0,15.03,13.83,36.92,0.12
35.35,139.721081,1,0,14.79,14.22,36.66,0.11
35.35,139.725586,1,0,14.54,14.6,36.39,0.1
35.35,139.73009,1,0,14.28,15.01,36.11,0.1
35.35,139.734595,1,0,14.05,15.41,35.84,0.09
35.35,139.739099,1,0,13.82,15.78,35.56,0.08
35.35,139.743604,1,0,13.62,16.11,35.24,0.07
35.35,139.748108,1,0,13.45,16.39,34.89,0.06
35.35,139.752613,1,0,13.25,16.61,34.46,0.05
35.35,139.757117,1,0,13.04,16.73,34.01,0.05
35.35,139.761622,1,0,12.81,16.76,33.48,0.04
35.35,139.766126,1,0,12.53,16.61,32.89,0.03
35.35,139.770631,1,0,12.25,16.14,32.12,0.03
35.35,139.775135,1,0,12.03,15.37,31.27,0.03
35.35,139.77964,1,0,11.84,14.34,30.33,0.04
35.35,139.784144,1,0,11.65,13.19,29.43,0.05
35.35,139.788649,1,0,11.53,12.25,28.76,0.05
35.35,139.793153,1,0,11.48,11.34,28.2,0.06
35.35,139.797658,1,0,11.43,10.57,27.77,0.07
35.35,139.802162,1,0,11.38,9.8,27.33,0.08
35.35,139.806667,1,0,11.3,8.99,26.84,0.08
35.35,139.811171,1,0,11.21,7.99,26.18,0.09
35.35,139.815676,1,0,11.02,6.67,25.26,0.1
35.35,139.82018,1,0,10.74,5.3,24.29,0.11
35.35,139.824685,1,0,10.33,3.72,23.14,0.11
35.35,139.847207,1,0,7.62,-3.83,17.52,0.14
35.35,139.851712,1,0,7.35,-5.05,16.53,0.15
35.35,139.856216,1,0,7.21,-6.09,15.67,0.16
35.354505,139.658018,1,0,17.27,12.02,38.69,0.16
35.354505,139.662523,1,0,17.27,12.14,38.89,0.16
35.354505,139.667027,1,0,17.09,12.22,38.97,0.16
35.354505,139.671532,1,0,16.88,12.33,39.01,0.15
35.354505,139.676036,1,0,16.65,12.44,38.96,0.15
35.354505,139.680541,1,0,16.45,12.56,38.87,0.15
35.354505,139.685045,1,0,16.23,12.66,38.72,0.14
35.354505,139.68955,1,0,16.01,12.82,38.57,0.14
35.354505,139.694054,1,0,15.79,12.98,38.39,0.14
35.354505,139.698559,1,0,15.6,13.15,38.18,0.13
35.354505,139.703063,1,0,15.39,13.41,38.01,0.13
35.354505,139.707568,1,0,15.2,13.68,37.79,0.12
35.354505,139.712072,1,0,15.0,13.96,37.55,0.12
35.354505,139.716577,1,0,14.78,14.34,37.34,0.11
35.354505,139.721081,1,0,14.55,14.7,37.08,0.1
35.354505,139.725586,1,0,14.28,15.13,36.85,0.1
35.354505,139.73009,1,0,14.02,15.55,36.62,0.09
35.354505,139.734595,1,0,13.76,15.96,36.36,0.08
35.354505,139.739099,1,0,13.49,16.37,36.11,0.07
35.354505,139.743604,1,0,13.32,16.72,35.84,0.06
35.354505,139.748108,1,0,13.12,17.03,35.51,0.05
35.354505,139.752613,1,0,12.91,17.26,35.15,0.05
35.354505,139.757117,1,0,12.69,17.36,34.7,0.04
35.354505,139.761622,1,0,12.42,17.42,34.25,0.03
35.354505,139.766126,1,0,12.13,17.06,33.56,0.03
35.354505,139.770631,1,0,11.81,16.71,32.92,0.02
35.354505,139.775135,1,0,11.54,15.75,31.95,0.02
35.354505,139.77964,1,0,11.25,14.79,31.03,0.03
35.354505,139.784144,1,0,11.12,13.65,30.14,0.04
35.354505,139.788649,1,0,11.0,12.75,29.46,0.04
35.354505,139.793153,1,0,10.89,11.78,28.79,0.05
35.354505,139.797658,1,0,10.87,10.87,28.23,0.06
35.354505,139.802162,1,0,10.86,9.96,27.69,0.07
35.354505,139.806667,1,0,10.8,8.9,26.98,0.08
35.354505,139.811171,1,0,10.73,7.71,26.18,0.09
35.354505,139.815676,1,0,10.57,6.29,25.17,0.1
35.354505,139.82018,1,0,10.41,4.81,24.11,0.11
35.354505,139.824685,1,0,10.07,3.24,22.93,0.11
35.354505,139.829189,1,0,9.67,1.51,21.64,0.12
35.354505,139.842703,1,0,8.4,-2.45,18.7,0.14
35.354505,139.847207,1,0,8.13,-3.37,18.04,0.14
35.354505,139.851712,1,0,7.97,-4.06,17.46,0.15
35.359009,139.653514,1,0,17.02,11.96,38.5,0.16
35.359009,139.658018,1,0,17.12,12.18,38.79,0.16
35.359009,139.662523,1,0,17.1,12.28,38.97,0.16
35.359009,139.667027,1,0,16.95,12.4,39.1,0.16
35.359009,139.671532,1,0,16.71,12.51,39.13,0.15
35.359009,139.676036,1,0,16.48,12.64,39.12,0.15
35.359009,139.680541,1,0,16.26,12.75,39.03,0.14
35.359009,139.685045,1,0,16.03,12.91,38.92,0.14
35.359009,139.68955,1,0,15.81,13.07,38.78,0.14
35.359009,139.694054,1,0,15.57,13.28,38.64,0.13
35.359009,139.698559,1,0,15.38,13.47,38.46,0.13
35.359009,139.703063,1,0,15.19,13.74,38.3,0.12
35.359009,139.707568,1,0,14.98,14.04,38.14,0.12
35.359009,139.712072,1,0,14.79,14.33,37.93,0.11
35.359009,139.716577,1,0,14.57,14.73,37.73,0.11
35.359009,139.721081,1,0,14.33,15.1,37.51,0.1
35.359009,139.725586,1,0,14.07,15.55,37.32,0.09
35.359009,139.73009,1,0,13.81,15.97,37.09,0.08
35.359009,139.734595,1,0,13.53,16.4,36.88,0.07
35.359009,139.739099,1,0,13.29,16.8,36.64,0.07
35.359009,139.743604,1,0,13.06,17.23,36.41,0.06
35.359009,139.748108,1,0,12.85,17.52,36.11,0.05
35.359009,139.752613,1,0,12.65,17.76,35.78,0.04
35.359009,139.757117,1,0,12.38,17.98,35.42,0.03
35.359009,139.761622,1,0,12.11,17.87,34.91,0.03
35.359009,139.766126,1,0,11.81,17.57,34.31,0.02
35.359009,139.770631,1,0,11.5,17.1,33.62,0.02
35.359009,139.775135,1,0,11.22,16.24,32.76,0.02
35.359009,139.77964,1,0,10.96,15.32,31.89,0.02
35.359009,139.784144,1,0,10.74,14.11,30.9,0.03
35.359009,139.788649,1,0,10.56,13.1,30.1,0.04
35.359009,139.793153,1,0,10.48,12.1,29.38,0.04
35.359009,139.797658,1,0,10.45,11.15,28.74,0.05
35.359009,139.802162,1,0,10.43,10.14,28.06,0.06
35.359009,139.806667,1,0,10.44,9.03,27.32,0.07
35.359009,139.811171,1,0,10.4,7.77,26.46,0.08
35.359009,139.815676,1,0,10.26,6.32,25.41,0.09
35.359009,139.82018,1,0,10.1,4.61,24.16,0.1
35.359009,139.824685,1,0,9.84,2.89,22.86,0.11
35.359009,139.829189,1,0,9.51,1.31,21.66,0.12
35.359009,139.833694,1,0,9.17,-0.37,20.38,0.13
35.359009,139.838198,1,0,8.9,-1.6,19.44,0.14
35.359009,139.842703,1,0,8.64,-2.73,18.6,0.14
35.359009,139.847207,1,0,8.57,-3.41,18.11,0.15
35.359009,139.896757,1,0,10.63,-7.46,14.83,0.21
35.363514,139.653514,1,0,16.94,12.18,38.65,0.15
35.363514,139.658018,1,0,17.04,12.34,38.9,0.16
35.363514,139.662523,1,0,16.98,12.47,39.08,0.15
35.363514,139.667027,1,0,16.79,12.56,39.2,0.15
35.363514,139.671532,1,0,16.56,12.68,39.26,0.15
35.363514,139.676036,1,0,16.32,12.8,39.26,0.15
35.363514,139.680541,1,0,16.08,12.95,39.2,0.14
35.363514,139.685045,1,0,15.83,13.12,39.1,0.14
35.363514,139.68955,1,0,15.59,13.29,38.97,0.13
35.363514,139.694054,1,0,15.34,13.51,38.85,0.13
35.363514,139.698559,1,0,15.14,13.78,38.74,0.12
35.363514,139.703063,1,0,14.96,14.03,38.59,0.12
35.363514,139.707568,1,0,14.75,14.33,38.44,0.11
35.363514,139.712072,1,0,14.58,14.68,38.3,0.11
35.363514,139.716577,1,0,14.37,15.04,38.12,0.1
35.363514,139.721081,1,0,14.13,15.45,37.94,0.1
35.363514,139.725586,1,0,13.89,15.87,37.75,0.09
35.363514,139.73009,1,0,13.64,16.3,37.57,0.08
35.363514,139.734595,1,0,13.37,16.73,37.36,0.07
35.363514,139.739099,1,0,13.12,17.16,37.16,0.06
35.363514,139.743604,1,0,12.9,17.55,36.95,0.05
35.363514,139.748108,1,0,12.7,17.85,36.68,0.05
35.363514,139.752613,1,0,12.45,18.16,36.41,0.04
35.363514,139.757117,1,0,12.18,18.29,36.04,0.03
35.363514,139.761622,1,0,11.92,18.17,35.54,0.02
35.363514,139.766126,1,0,11.62,18.08,35.09,0.02
35.363514,139.770631,1,0,11.32,17.5,34.38,0.02
35.363514,139.775135,1,0,11.01,16.76,33.59,0.02
35.363514,139.77964,1,0,10.74,15.89,32.75,0.02
35.363514,139.784144,1,0,10.54,14.84,31.88,0.02
35.363514,139.788649,1,0,10.34,13.8,31.04,0.03
35.363514,139.793153,1,0,10.22,12.67,30.19,0.04
35.363514,139.797658,1,0,10.18,11.64,29.46,0.04
35.363514,139.802162,1,0,10.19,10.52,28.68,0.05
35.363514,139.806667,1,0,10.19,9.29,27.81,0.06
35.363514,139.811171,1,0,10.17,8.05,26.93,0.07
35.363514,139.815676,1,0,10.09,6.61,25.88,0.09
35.363514,139.82018,1,0,9.94,5.0,24.68,0.1
35.363514,139.824685,1,0,9.73,3.25,23.35,0.11
35.363514,139.829189,1,0,9.45,1.62,22.08,0.12
35.363514,139.833694,1,0,9.2,-0.01,20.81,0.13
35.363514,139.838198,1,0,9.05,-1.43,19.72,0.14
35.363514,139.842703,1,0,8.88,-2.59,18.81,0.14
35.363514,139.878739,1,0,8.4,-4.75,16.94,0.15
35.363514,139.883243,1,0,8.96,-5.25,16.58,0.16
35.363514,139.887748,1,0,9.61,-5.64,16.32,0.17
35.363514,139.892252,1,0,10.26,-6.0,16.07,0.19
35.368018,139.658018,1,0,17.03,12.54,39.03,0.15
35.368018,139.662523,1,0,16.88,12.62,39.19,0.15
35.368018,139.667027,1,0,16.66,12.73,39.32,0.15
35.368018,139.671532,1,0,16.41,12.84,39.38,0.15
35.368018,139.676036,1,0,16.14,12.97,39.39,0.14
35.368018,139.680541,1,0,15.88,13.12,39.34,0.14
35.368018,139.685045,1,0,15.62,13.31,39.28,0.13
35.368018,139.68955,1,0,15.35,13.5,39.17,0.13
35.368018,139.694054,1,0,15.11,13.71,39.05,0.12
35.368018,139.698559,1,0,14.91,13.99,38.96,0.12
35.368018,139.703063,1,0,14.73,14.27,38.88,0.12
35.368018,139.707568,1,0,14.56,14.56,38.76,0.11
35.368018,139.712072,1,0,14.37,14.93,38.64,0.1
35.368018,139.716577,1,0,14.17,15.28,38.49,0.1
35.368018,139.721081,1,0,13.96,15.7,38.35,0.09
35.368018,139.725586,1,0,13.75,16.11,38.2,0.09
35.368018,139.73009,1,0,13.5,16.56,38.04,0.08
35.368018,139.734595,1,0,13.26,16.98,37.86,0.07
35.368018,139.739099,1,0,13.01,17.43,37.69,0.06
35.368018,139.743604,1,0,12.78,17.77,37.45,0.05
35.368018,139.748108,1,0,12.55,18.11,37.21,0.04
35.368018,139.752613,1,0,12.29,18.44,36.97,0.04
35.368018,139.757117,1,0,12.04,18.5,36.63,0.03
35.368018,139.761622,1,0,11.77,18.48,36.23,0.02
35.368018,139.766126,1,0,11.47,18.44,35.82,0.02
35.368018,139.770631,1,0,11.2,17.93,35.18,0.02
35.368018,139.775135,1,0,10.94,17.36,34.53,0.01
35.368018,139.77964,1,0,10.66,16.65,33.81,0.01
35.368018,139.784144,1,0,10.41,15.62,32.93,0.02
35.368018,139.788649,1,0,10.21,14.69,32.13,0.02
35.368018,139.793153,1,0,10.09,13.61,31.31,0.03
35.368018,139.797658,1,0,10.01,12.43,30.43,0.04
35.368018,139.802162,1,0,10.02,11.18,29.53,0.05
35.368018,139.806667,1,0,10.07,10.1,28.75,0.06
35.368018,139.811171,1,0,10.09,8.91,27.88,0.07
35.368018,139.815676,1,0,10.04,7.53,26.84,0.08
35.368018,139.82018,1,0,9.96,6.05,25.71,0.09
35.368018,139.824685,1,0,9.78,4.22,24.31,0.1
35.368018,139.829189,1,0,9.59,2.63,23.06,0.11
35.368018,139.833694,1,0,9.37,0.94,21.72,0.12
35.368018,139.838198,1,0,9.18,-0.34,20.71,0.13
35.368018,139.865225,1,0,8.5,-2.97,18.43,0.14
35.368018,139.86973,1,0,8.45,-3.14,18.28,0.14
35.368018,139.874234,1,0,8.43,-3.34,18.12,0.14
35.368018,139.878739,1,0,8.49,-3.69,17.85,0.14
35.368018,139.883243,1,0,8.81,-3.77,17.82,0.15
35.368018,139.887748,1,0,9.62,-4.25,17.52,0.16
35.372523,139.658018,1,0,17.03,12.76,39.2,0.15
35.372523,139.662523,1,0,16.84,12.79,39.3,0.15
35.372523,139.667027,1,0,16.57,12.87,39.42,0.15
35.372523,139.671532,1,0,16.27,12.98,39.5,0.14
35.372523,139.676036,1,0,15.97,13.12,39.52,0.14
35.372523,139.680541,1,0,15.68,13.28,39.5,0.14
35.372523,139.685045,1,0,15.4,13.47,39.42,0.13
35.372523,139.68955,1,0,15.12,13.69,39.35,0.13
35.372523,139.694054,1,0,14.87,13.9,39.26,0.12
35.372523,139.698559,1,0,14.68,14.16,39.18,0.12
35.372523,139.703063,1,0,14.48,14.45,39.11,0.11
35.372523,139.707568,1,0,14.31,14.76,39.02,0.11
35.372523,139.712072,1,0,14.15,15.1,38.94,0.1
35.372523,139.716577,1,0,13.98,15.48,38.86,0.1
35.372523,139.721081,1,0,13.8,15.86,38.74,0.09
35.372523,139.725586,1,0,13.62,16.3,38.65,0.08
35.372523,139.73009,1,0,13.41,16.69,38.48,0.08
35.372523,139.734595,1,0,13.19,17.15,38.35,0.07
35.372523,139.739099,1,0,12.94,17.54,38.15,0.06
35.372523,139.743604,1,0,12.71,17.94,37.98,0.05
35.372523,139.748108,1,0,12.49,18.27,37.77,0.05
35.372523,139.752613,1,0,12.24,18.5,37.51,0.04
35.372523,139.757117,1,0,11.98,18.55,37.15,0.03
35.372523,139.761622,1,0,11.7,18.65,36.85,0.02
35.372523,139.766126,1,0,11.42,18.62,36.49,0.02
35.372523,139.770631,1,0,11.14,18.25,35.96,0.02
35.372523,139.775135,1,0,10.86,17.79,35.37,0.01
35.372523,139.77964,1,0,10.56,17.3,34.77,0.01
35.372523,139.784144,1,0,10.35,16.41,34.0,0.02
35.372523,139.788649,1,0,10.17,15.57,33.26,0.02
35.372523,139.793153,1,0,10.01,14.69,32.5,0.02
35.372523,139.797658,1,0,9.96,13.64,31.73,0.03
35.372523,139.802162,1,0,9.97,12.41,30.81,0.04
35.372523,139.806667,1,0,10.0,11.24,29.94,0.05
35.372523,139.811171,1,0,10.04,10.07,29.05,0.06
35.372523,139.815676,1,0,10.03,8.8,28.07,0.07
35.372523,139.82018,1,0,10.03,7.37,26.96,0.08
35.372523,139.824685,1,0,9.94,5.88,25.79,0.09
35.372523,139.829189,1,0,9.86,4.29,24.54,0.1
35.372523,139.833694,1,0,9.69,2.74,23.3,0.11
35.372523,139.838198,1,0,9.44,1.28,22.12,0.12
35.372523,139.842703,1,0,9.31,0.31,21.32,0.12
35.372523,139.856216,1,0,9.05,-0.93,20.15,0.13
35.372523,139.860721,1,0,8.75,-1.46,19.66,0.13
35.372523,139.865225,1,0,8.55,-2.11,19.12,0.13
35.372523,139.86973,1,0,8.55,-2.63,18.72,0.13
35.372523,139.874234,1,0,8.62,-3.06,18.4,0.14
35.372523,139.878739,1,0,8.75,-3.41,18.14,0.14
35.372523,139.883243,1,0,9.04,-3.54,18.08,0.15
35.372523,139.887748,1,0,9.39,-3.52,18.12,0.15
35.372523,139.892252,1,0,10.02,-3.49,18.22,0.16
35.372523,139.896757,1,0,10.8,-3.95,17.89,0.17
35.372523,139.901261,1,0,11.35,-4.47,17.48,0.18
35.372523,139.905766,1,0,11.51,-5.02,16.97,0.19
35.377027,139.649009,1,0,16.33,12.44,38.42,0.15
35.377027,139.653514,1,0,16.65,12.69,38.76,0.15
35.377027,139.658018,1,0,16.85,12.84,39.19,0.15
35.377027,139.662523,1,0,16.7,12.91,39.38,0.15
35.377027,139.667027,1,0,16.44,12.99,39.53,0.15
35.377027,139.671532,1,0,16.1,13.11,39.61,0.14
35.377027,139.676036,1,0,15.77,13.26,39.63,0.14
35.377027,139.680541,1,0,15.42,13.4,39.59,0.13
35.377027,139.685045,1,0,15.11,13.59,39.51,0.13
35.377027,139.68955,1,0,14.83,13.79,39.44,0.12
35.377027,139.694054,1,0,14.56,14.03,39.38,0.12
35.377027,139.698559,1,0,14.35,14.29,39.33,0.11
35.377027,139.703063,1,0,14.19,14.58,39.29,0.11
35.377027,139.707568,1,0,14.06,14.91,39.28,0.1
35.377027,139.712072,1,0,13.93,15.2,39.2,0.1
35.377027,139.716577,1,0,13.79,15.58,39.17,0.09
35.377027,139.721081,1,0,13.67,15.97,39.12,0.09
35.377027,139.725586,1,0,13.52,16.35,39.02,0.08
35.377027,139.73009,1,0,13.36,16.79,38.94,0.08
35.377027,139.734595,1,0,13.18,17.18,38.79,0.07
35.377027,139.739099,1,0,12.96,17.6,38.65,0.06
35.377027,139.743604,1,0,12.73,17.91,38.42,0.06
35.377027,139.748108,1,0,12.47,18.29,38.26,0.05
35.377027,139.752613,1,0,12.21,18.53,38.03,0.04
35.377027,139.757117,1,0,11.95,18.63,37.73,0.03
35.377027,139.761622,1,0,11.68,18.75,37.43,0.03
35.377027,139.766126,1,0,11.41,18.66,37.06,0.02
35.377027,139.770631,1,0,11.14,18.36,36.6,0.02
35.377027,139.775135,1,0,10.87,18.03,36.12,0.02
35.377027,139.77964,1,0,10.6,17.68,35.62,0.01
35.377027,139.784144,1,0,10.35,17.12,35.04,0.01
35.377027,139.788649,1,0,10.17,16.36,34.33,0.02
35.377027,139.793153,1,0,10.03,15.54,33.62,0.02
35.377027,139.797658,1,0,9.97,14.64,32.9,0.02
35.377027,139.802162,1,0,9.94,13.64,32.1,0.03
35.377027,139.806667,1,0,9.94,12.56,31.27,0.04
35.377027,139.811171,1,0,10.0,11.47,30.41,0.05
35.377027,139.815676,1,0,10.02,10.25,29.45,0.06
35.377027,139.82018,1,0,10.07,8.98,28.45,0.07
35.377027,139.824685,1,0,10.06,7.57,27.32,0.08
35.377027,139.829189,1,0,10.03,6.07,26.13,0.09
35.377027,139.833694,1,0,9.99,4.53,24.89,0.1
35.377027,139.838198,1,0,9.79,3.12,23.74,0.11
35.377027,139.842703,1,0,9.63,2.05,22.84,0.11
35.377027,139.847207,1,0,9.61,1.41,22.27,0.12
35.377027,139.851712,1,0,9.33,0.73,21.62,0.12
35.377027,139.856216,1,0,9.02,0.01,20.95,0.12
35.377027,139.860721,1,0,8.68,-0.85,20.19,0.12
35.377027,139.865225,1,0,8.57,-1.51,19.65,0.13
35.377027,139.86973,1,0,8.59,-2.11,19.18,0.13
35.377027,139.874234,1,0,8.66,-2.62,18.78,0.14
35.377027,139.878739,1,0,8.89,-2.98,18.53,0.14
35.377027,139.883243,1,0,9.28,-3.15,18.45,0.15
35.377027,139.887748,1,0,9.71,-3.08,18.56,0.15
35.377027,139.892252,1,0,10.15,-3.24,18.47,0.16
35.377027,139.896757,1,0,10.71,-3.29,18.47,0.16
35.377027,139.901261,1,0,11.32,-3.35,18.45,0.17
35.381532,139.649009,1,0,16.16,12.55,38.44,0.14
35.381532,139.653514,1,0,16.46,12.79,38.88,0.15
35.381532,139.658018,1,0,16.62,12.92,39.27,0.15
35.381532,139.662523,1,0,16.51,13.0,39.5,0.15
35.381532,139.667027,1,0,16.28,13.11,39.65,0.15
35.381532,139.671532,1,0,15.92,13.22,39.72,0.14
35.381532,139.676036,1,0,15.52,13.37,39.72,0.13
35.381532,139.680541,1,0,15.15,13.51,39.67,0.13
35.381532,139.685045,1,0,14.77,13.68,39.59,0.12
35.381532,139.68955,1,0,14.49,13.88,39.5,0.12
35.381532,139.694054,1,0,14.21,14.13,39.45,0.11
35.381532,139.698559,1,0,13.97,14.39,39.42,0.11
35.381532,139.703063,1,0,13.84,14.65,39.39,0.1
35.381532,139.707568,1,0,13.77,14.95,39.43,0.1
35.381532,139.712072,1,0,13.71,15.29,39.47,0.1
35.381532,139.716577,1,0,13.63,15.63,39.46,0.09
35.381532,139.721081,1,0,13.55,15.99,39.44,0.09
35.381532,139.725586,1,0,13.48,16.39,39.42,0.08
35.381532,139.73009,1,0,13.37,16.78,39.35,0.08
35.381532,139.734595,1,0,13.22,17.18,39.24,0.07
35.381532,139.739099,1,0,13.02,17.56,39.1,0.07
35.381532,139.743604,1,0,12.79,17.89,38.91,0.06
35.381532,139.748108,1,0,12.52,18.23,38.72,0.05
35.381532,139.752613,1,0,12.27,18.42,38.49,0.05
35.381532,139.757117,1,0,12.02,18.59,38.27,0.04
35.381532,139.761622,1,0,11.76,18.73,38.02,0.03
35.381532,139.766126,1,0,11.49,18.65,37.67,0.03
35.381532,139.770631,1,0,11.21,18.43,37.26,0.02
35.381532,139.775135,1,0,10.96,18.17,36.82,0.02
35.381532,139.77964,1,0,10.71,17.81,36.33,0.02
35.381532,139.784144,1,0,10.46,17.36,35.79,0.02
35.381532,139.788649,1,0,10.23,16.92,35.25,0.02
35.381532,139.793153,1,0,10.09,16.22,34.63,0.02
35.381532,139.797658,1,0,10.01,15.4,33.94,0.02
35.381532,139.802162,1,0,9.97,14.53,33.21,0.03
35.381532,139.806667,1,0,9.94,13.65,32.46,0.03
35.381532,139.811171,1,0,9.96,12.61,31.63,0.04
35.381532,139.815676,1,0,10.02,11.63,30.82,0.05
35.381532,139.82018,1,0,10.05,10.45,29.87,0.06
35.381532,139.824685,1,0,10.1,9.21,28.86,0.07
35.381532,139.829189,1,0,10.09,7.88,27.77,0.07
35.381532,139.833694,1,0,10.05,6.49,26.62,0.08
35.381532,139.838198,1,0,9.94,5.05,25.44,0.09
35.381532,139.842703,1,0,9.77,3.79,24.36,0.1
35.381532,139.847207,1,0,9.58,2.79,23.47,0.11
35.381532,139.851712,1,0,9.23,1.78,22.56,0.11
35.381532,139.856216,1,0,8.93,0.84,21.71,0.11
